Date ;S&P500;Dax40;Nikkei;EUR/USD;JPY/USD;Boeing;Airbus;Volskwagen ;ASML ;NVIDIA;Stellantis
20/07/2012; $1.362,66 ; € 6.630,02 ; ¥8.669,87 ; $1,22 ; $0,01 ; $73,89 ; € 27,44 ; € 131,45 ; € 59,19 ; $0,32 ; € 6,57 
23/07/2012; $1.350,52 ; € 6.419,33 ; ¥8.508,32 ; $1,21 ; $0,01 ; $72,91 ; € 28,50 ; € 128,20 ; € 58,85 ; $0,32 ; € 6,51 
24/07/2012; $1.338,31 ; € 6.390,41 ; ¥8.488,09 ; $1,21 ; $0,01 ; $72,03 ; € 27,73 ; € 126,09 ; € 58,70 ; $0,32 ; € 6,24 
25/07/2012; $1.337,89 ; € 6.406,52 ; ¥8.365,90 ; $1,22 ; $0,01 ; $74,03 ; € 28,24 ; € 129,59 ; € 58,73 ; $0,33 ; € 6,08 
26/07/2012; $1.360,02 ; € 6.582,96 ; ¥8.443,10 ; $1,23 ; $0,01 ; $74,91 ; € 27,69 ; € 124,35 ; € 59,99 ; $0,33 ; € 5,96 
27/07/2012; $1.385,97 ; € 6.689,40 ; ¥8.566,64 ; $1,23 ; $0,01 ; $75,51 ; € 28,00 ; € 125,32 ; € 60,97 ; $0,34 ; € 6,01 
30/07/2012; $1.385,30 ; € 6.774,06 ; ¥8.635,44 ; $1,23 ; $0,01 ; $74,86 ; € 29,59 ; € 128,00 ; € 62,51 ; $0,33 ; € 6,25 
31/07/2012; $1.379,32 ; € 6.772,26 ; ¥8.695,06 ; $1,23 ; $0,01 ; $73,91 ; € 29,50 ; € 128,79 ; € 61,32 ; $0,34 ; € 6,33 
01/08/2012; $1.375,14 ; € 6.754,46 ; ¥8.641,85 ; $1,22 ; $0,01 ; $72,77 ; € 29,05 ; € 129,45 ; € 60,45 ; $0,33 ; € 6,28 
02/08/2012; $1.365,00 ; € 6.606,09 ; ¥8.653,18 ; $1,22 ; $0,01 ; $71,99 ; € 30,78 ; € 127,35 ; € 59,44 ; $0,34 ; € 5,87 
03/08/2012; $1.390,99 ; € 6.865,66 ; ¥8.555,11 ; $1,24 ; $0,01 ; $72,81 ; € 30,06 ; € 131,40 ; € 61,21 ; $0,34 ; € 5,91 
06/08/2012; $1.394,23 ; € 6.918,72 ; ¥8.726,29 ; $1,24 ; $0,01 ; $72,89 ; € 30,97 ; € 132,33 ; € 58,98 ; $0,35 ; € 6,37 
07/08/2012; $1.401,35 ; € 6.967,95 ; ¥8.803,31 ; $1,24 ; $0,01 ; $74,46 ; € 30,57 ; € 134,65 ; € 60,67 ; $0,35 ; € 6,47 
08/08/2012; $1.402,22 ; € 6.966,15 ; ¥8.881,16 ; $1,24 ; $0,01 ; $74,60 ; € 30,48 ; € 132,95 ; € 60,14 ; $0,36 ; € 6,60 
09/08/2012; $1.402,80 ; € 6.964,99 ; ¥8.978,60 ; $1,23 ; $0,01 ; $74,28 ; € 30,03 ; € 133,80 ; € 61,04 ; $0,37 ; € 6,57 
10/08/2012; $1.405,87 ; € 6.944,56 ; ¥8.891,44 ; $1,23 ; $0,01 ; $74,21 ; € 30,39 ; € 134,60 ; € 60,74 ; $0,37 ; € 6,53 
13/08/2012; $1.404,11 ; € 6.909,68 ; ¥8.885,15 ; $1,23 ; $0,01 ; $74,19 ; € 30,47 ; € 133,30 ; € 59,86 ; $0,37 ; € 6,44 
14/08/2012; $1.403,93 ; € 6.974,39 ; ¥8.929,88 ; $1,23 ; $0,01 ; $73,81 ; € 30,14 ; € 134,40 ; € 60,78 ; $0,36 ; € 6,42 
15/08/2012; $1.405,53 ; € 6.946,80 ; ¥8.925,04 ; $1,23 ; $0,01 ; $73,07 ; € 30,05 ; € 133,50 ; € 60,99 ; $0,36 ; € 6,36 
16/08/2012; $1.415,51 ; € 6.996,29 ; ¥9.092,76 ; $1,24 ; $0,01 ; $73,64 ; € 30,18 ; € 132,96 ; € 60,29 ; $0,37 ; € 6,64 
17/08/2012; $1.418,16 ; € 7.040,88 ; ¥9.162,50 ; $1,23 ; $0,01 ; $73,91 ; € 29,89 ; € 134,20 ; € 60,98 ; $0,37 ; € 7,00 
20/08/2012; $1.418,13 ; € 7.033,68 ; ¥9.171,16 ; $1,23 ; $0,01 ; $73,83 ; € 30,03 ; € 133,95 ; € 60,91 ; $0,37 ; € 6,85 
21/08/2012; $1.413,17 ; € 7.089,32 ; ¥9.156,92 ; $1,25 ; $0,01 ; $73,27 ; € 30,10 ; € 134,45 ; € 61,43 ; $0,37 ; € 6,87 
22/08/2012; $1.413,49 ; € 7.017,75 ; ¥9.131,74 ; $1,25 ; $0,01 ; $72,80 ; € 30,49 ; € 133,90 ; € 60,70 ; $0,37 ; € 6,85 
23/08/2012; $1.402,08 ; € 6.949,57 ; ¥9.178,12 ; $1,26 ; $0,01 ; $70,36 ; € 30,42 ; € 133,00 ; € 59,88 ; $0,36 ; € 6,76 
24/08/2012; $1.411,13 ; € 6.971,07 ; ¥9.070,76 ; $1,25 ; $0,01 ; $71,09 ; € 29,70 ; € 130,40 ; € 59,94 ; $0,37 ; € 6,46 
27/08/2012; $1.410,44 ; € 7.047,45 ; ¥9.085,39 ; $1,25 ; $0,01 ; $71,38 ; € 29,38 ; € 131,75 ; € 60,13 ; $0,36 ; € 6,41 
28/08/2012; $1.409,30 ; € 7.002,68 ; ¥9.033,29 ; $1,26 ; $0,01 ; $71,52 ; € 29,41 ; € 132,60 ; € 58,01 ; $0,36 ; € 6,34 
29/08/2012; $1.410,49 ; € 7.010,57 ; ¥9.069,81 ; $1,25 ; $0,01 ; $71,44 ; € 29,56 ; € 133,29 ; € 59,06 ; $0,36 ; € 6,20 
30/08/2012; $1.399,48 ; € 6.895,49 ; ¥8.983,78 ; $1,25 ; $0,01 ; $70,82 ; € 30,12 ; € 128,85 ; € 58,31 ; $0,35 ; € 5,96 
31/08/2012; $1.406,58 ; € 6.970,79 ; ¥8.839,91 ; $1,26 ; $0,01 ; $71,40 ; € 29,96 ; € 129,40 ; € 58,49 ; $0,35 ; € 6,02 
03/09/2012; $1.406,58 ; € 7.014,83 ; ¥8.783,89 ; $1,26 ; $0,01 ; $71,40 ; € 30,10 ; € 127,45 ; € 59,19 ; $0,35 ; € 5,96 
04/09/2012; $1.404,94 ; € 6.932,58 ; ¥8.775,51 ; $1,26 ; $0,01 ; $70,87 ; € 30,58 ; € 123,90 ; € 57,92 ; $0,33 ; € 5,88 
05/09/2012; $1.403,44 ; € 6.964,69 ; ¥8.679,82 ; $1,26 ; $0,01 ; $71,92 ; € 29,77 ; € 124,39 ; € 58,26 ; $0,33 ; € 5,75 
06/09/2012; $1.432,12 ; € 7.167,33 ; ¥8.680,57 ; $1,26 ; $0,01 ; $72,82 ; € 29,72 ; € 128,65 ; € 59,16 ; $0,34 ; € 6,04 
07/09/2012; $1.437,92 ; € 7.214,50 ; ¥8.871,65 ; $1,28 ; $0,01 ; $72,89 ; € 30,28 ; € 128,60 ; € 57,03 ; $0,34 ; € 6,43 
10/09/2012; $1.429,08 ; € 7.213,70 ; ¥8.869,37 ; $1,28 ; $0,01 ; $71,08 ; € 30,03 ; € 128,90 ; € 56,97 ; $0,33 ; € 6,46 
11/09/2012; $1.433,56 ; € 7.310,11 ; ¥8.807,38 ; $1,29 ; $0,01 ; $71,27 ; € 29,34 ; € 130,79 ; € 56,68 ; $0,34 ; € 6,46 
12/09/2012; $1.436,56 ; € 7.343,53 ; ¥8.959,96 ; $1,29 ; $0,01 ; $70,96 ; € 29,45 ; € 132,40 ; € 56,07 ; $0,34 ; € 6,87 
13/09/2012; $1.459,99 ; € 7.310,32 ; ¥8.995,15 ; $1,30 ; $0,01 ; $71,58 ; € 27,79 ; € 134,00 ; € 55,86 ; $0,34 ; € 6,70 
14/09/2012; $1.465,77 ; € 7.412,13 ; ¥9.159,39 ; $1,31 ; $0,01 ; $71,28 ; € 24,96 ; € 137,55 ; € 57,01 ; $0,35 ; € 7,04 
17/09/2012; $1.461,19 ; € 7.403,69 ; ¥9.159,39 ; $1,31 ; $0,01 ; $69,92 ; € 25,12 ; € 136,75 ; € 56,84 ; $0,34 ; € 7,09 
18/09/2012; $1.459,32 ; € 7.347,69 ; ¥9.123,77 ; $1,30 ; $0,01 ; $70,45 ; € 25,51 ; € 133,42 ; € 56,40 ; $0,34 ; € 6,78 
19/09/2012; $1.461,05 ; € 7.390,76 ; ¥9.232,21 ; $1,30 ; $0,01 ; $69,90 ; € 25,55 ; € 134,42 ; € 54,70 ; $0,34 ; € 6,87 
20/09/2012; $1.460,26 ; € 7.389,49 ; ¥9.086,98 ; $1,30 ; $0,01 ; $69,85 ; € 25,45 ; € 134,15 ; € 54,81 ; $0,34 ; € 6,64 
21/09/2012; $1.460,15 ; € 7.451,62 ; ¥9.110,00 ; $1,30 ; $0,01 ; $69,97 ; € 25,74 ; € 136,57 ; € 53,97 ; $0,34 ; € 6,50 
24/09/2012; $1.456,89 ; € 7.413,16 ; ¥9.069,29 ; $1,29 ; $0,01 ; $70,03 ; € 25,51 ; € 136,97 ; € 53,21 ; $0,34 ; € 6,55 
25/09/2012; $1.441,59 ; € 7.425,11 ; ¥9.091,54 ; $1,29 ; $0,01 ; $69,38 ; € 24,82 ; € 135,91 ; € 54,48 ; $0,34 ; € 6,37 
26/09/2012; $1.433,32 ; € 7.276,51 ; ¥8.906,70 ; $1,29 ; $0,01 ; $70,25 ; € 25,01 ; € 130,84 ; € 52,68 ; $0,33 ; € 6,03 
27/09/2012; $1.447,15 ; € 7.290,02 ; ¥8.949,87 ; $1,29 ; $0,01 ; $70,10 ; € 24,27 ; € 131,00 ; € 54,37 ; $0,33 ; € 5,99 
28/09/2012; $1.440,67 ; € 7.216,15 ; ¥8.870,16 ; $1,29 ; $0,01 ; $69,60 ; € 24,67 ; € 130,25 ; € 54,01 ; $0,33 ; € 6,15 
01/10/2012; $1.444,49 ; € 7.326,73 ; ¥8.796,51 ; $1,29 ; $0,01 ; $70,01 ; € 24,48 ; € 130,55 ; € 54,35 ; $0,33 ; € 6,19 
02/10/2012; $1.445,75 ; € 7.305,86 ; ¥8.786,05 ; $1,29 ; $0,01 ; $69,53 ; € 24,73 ; € 132,05 ; € 54,16 ; $0,33 ; € 6,17 
03/10/2012; $1.450,99 ; € 7.322,08 ; ¥8.746,87 ; $1,29 ; $0,01 ; $69,86 ; € 25,38 ; € 130,45 ; € 55,14 ; $0,33 ; € 6,13 
04/10/2012; $1.461,40 ; € 7.305,21 ; ¥8.824,59 ; $1,30 ; $0,01 ; $69,94 ; € 25,44 ; € 133,25 ; € 55,47 ; $0,34 ; € 6,13 
05/10/2012; $1.460,93 ; € 7.397,87 ; ¥8.863,30 ; $1,30 ; $0,01 ; $70,89 ; € 25,71 ; € 134,70 ; € 56,17 ; $0,33 ; € 6,28 
08/10/2012; $1.455,88 ; € 7.291,21 ; ¥8.863,30 ; $1,30 ; $0,01 ; $70,57 ; € 26,29 ; € 132,53 ; € 55,14 ; $0,33 ; € 6,09 
09/10/2012; $1.441,48 ; € 7.234,53 ; ¥8.769,59 ; $1,29 ; $0,01 ; $70,64 ; € 26,06 ; € 133,58 ; € 54,55 ; $0,32 ; € 5,98 
10/10/2012; $1.432,56 ; € 7.205,23 ; ¥8.596,23 ; $1,29 ; $0,01 ; $70,34 ; € 25,91 ; € 133,40 ; € 54,13 ; $0,32 ; € 5,89 
11/10/2012; $1.432,84 ; € 7.281,70 ; ¥8.546,78 ; $1,29 ; $0,01 ; $70,83 ; € 27,28 ; € 134,48 ; € 53,84 ; $0,32 ; € 5,89 
12/10/2012; $1.428,59 ; € 7.232,49 ; ¥8.534,12 ; $1,30 ; $0,01 ; $71,85 ; € 26,98 ; € 133,50 ; € 53,34 ; $0,32 ; € 6,02 
15/10/2012; $1.440,13 ; € 7.261,25 ; ¥8.577,93 ; $1,29 ; $0,01 ; $72,25 ; € 26,15 ; € 133,10 ; € 52,42 ; $0,32 ; € 6,00 
16/10/2012; $1.454,92 ; € 7.376,27 ; ¥8.701,31 ; $1,31 ; $0,01 ; $73,48 ; € 26,44 ; € 133,07 ; € 53,66 ; $0,33 ; € 5,80 
17/10/2012; $1.460,91 ; € 7.394,55 ; ¥8.806,55 ; $1,31 ; $0,01 ; $73,63 ; € 26,45 ; € 134,60 ; € 50,84 ; $0,33 ; € 6,03 
18/10/2012; $1.457,34 ; € 7.437,23 ; ¥8.982,86 ; $1,31 ; $0,01 ; $74,26 ; € 26,80 ; € 136,63 ; € 51,22 ; $0,32 ; € 6,18 
19/10/2012; $1.433,19 ; € 7.380,64 ; ¥9.002,68 ; $1,30 ; $0,01 ; $74,01 ; € 26,80 ; € 138,00 ; € 51,98 ; $0,30 ; € 6,10 
22/10/2012; $1.433,82 ; € 7.328,05 ; ¥9.010,71 ; $1,31 ; $0,01 ; $73,70 ; € 26,60 ; € 138,00 ; € 53,45 ; $0,30 ; € 5,98 
23/10/2012; $1.413,11 ; € 7.173,69 ; ¥9.014,25 ; $1,30 ; $0,01 ; $72,82 ; € 26,36 ; € 135,58 ; € 52,60 ; $0,31 ; € 5,83 
24/10/2012; $1.408,75 ; € 7.192,85 ; ¥8.954,30 ; $1,30 ; $0,01 ; $72,71 ; € 25,68 ; € 139,95 ; € 53,99 ; $0,30 ; € 5,56 
25/10/2012; $1.412,97 ; € 7.200,23 ; ¥9.055,20 ; $1,29 ; $0,01 ; $71,54 ; € 26,41 ; € 143,00 ; € 54,55 ; $0,30 ; € 5,37 
26/10/2012; $1.411,94 ; € 7.231,85 ; ¥8.933,06 ; $1,29 ; $0,01 ; $71,11 ; € 26,55 ; € 144,73 ; € 54,73 ; $0,30 ; € 5,28 
29/10/2012; $1.411,94 ; € 7.203,16 ; ¥8.929,34 ; $1,29 ; $0,01 ; $71,11 ; € 26,92 ; € 146,15 ; € 55,18 ; $0,30 ; € 4,92 
30/10/2012; $1.411,94 ; € 7.284,40 ; ¥8.841,98 ; $1,30 ; $0,01 ; $71,11 ; € 26,93 ; € 149,84 ; € 56,55 ; $0,30 ; € 4,86 
31/10/2012; $1.412,16 ; € 7.260,63 ; ¥8.928,29 ; $1,30 ; $0,01 ; $70,44 ; € 27,20 ; € 150,69 ; € 55,13 ; $0,30 ; € 4,94 
01/11/2012; $1.427,59 ; € 7.335,67 ; ¥8.946,87 ; $1,29 ; $0,01 ; $70,79 ; € 27,21 ; € 153,00 ; € 56,13 ; $0,31 ; € 4,99 
02/11/2012; $1.414,20 ; € 7.363,85 ; ¥9.051,22 ; $1,28 ; $0,01 ; $70,05 ; € 27,30 ; € 153,40 ; € 57,27 ; $0,31 ; € 4,80 
05/11/2012; $1.417,26 ; € 7.326,47 ; ¥9.007,44 ; $1,28 ; $0,01 ; $70,41 ; € 27,25 ; € 148,45 ; € 56,92 ; $0,33 ; € 4,81 
06/11/2012; $1.428,39 ; € 7.377,76 ; ¥8.975,15 ; $1,28 ; $0,01 ; $72,02 ; € 27,02 ; € 148,13 ; € 57,95 ; $0,33 ; € 4,81 
07/11/2012; $1.394,53 ; € 7.232,83 ; ¥8.972,89 ; $1,28 ; $0,01 ; $70,11 ; € 27,23 ; € 147,05 ; € 56,39 ; $0,32 ; € 4,75 
08/11/2012; $1.377,51 ; € 7.204,96 ; ¥8.837,15 ; $1,27 ; $0,01 ; $70,98 ; € 27,03 ; € 144,60 ; € 56,38 ; $0,32 ; € 4,46 
09/11/2012; $1.379,85 ; € 7.163,50 ; ¥8.757,60 ; $1,27 ; $0,01 ; $73,25 ; € 25,91 ; € 144,40 ; € 56,34 ; $0,30 ; € 4,42 
12/11/2012; $1.380,03 ; € 7.168,76 ; ¥8.676,44 ; $1,27 ; $0,01 ; $73,69 ; € 26,13 ; € 144,95 ; € 56,46 ; $0,30 ; € 4,58 
13/11/2012; $1.374,53 ; € 7.169,12 ; ¥8.661,05 ; $1,27 ; $0,01 ; $73,36 ; € 25,92 ; € 144,02 ; € 56,58 ; $0,30 ; € 4,47 
14/11/2012; $1.355,49 ; € 7.101,92 ; ¥8.664,73 ; $1,27 ; $0,01 ; $71,29 ; € 25,99 ; € 142,00 ; € 56,81 ; $0,29 ; € 4,45 
15/11/2012; $1.353,33 ; € 7.043,42 ; ¥8.829,72 ; $1,28 ; $0,01 ; $71,04 ; € 25,66 ; € 141,20 ; € 54,83 ; $0,29 ; € 4,44 
16/11/2012; $1.359,88 ; € 6.950,53 ; ¥9.024,16 ; $1,27 ; $0,01 ; $70,77 ; € 24,91 ; € 140,55 ; € 55,33 ; $0,28 ; € 4,40 
19/11/2012; $1.386,89 ; € 7.123,84 ; ¥9.153,20 ; $1,28 ; $0,01 ; $71,96 ; € 24,99 ; € 146,50 ; € 56,10 ; $0,29 ; € 4,67 
20/11/2012; $1.387,81 ; € 7.172,99 ; ¥9.142,64 ; $1,28 ; $0,01 ; $72,54 ; € 25,39 ; € 148,57 ; € 56,60 ; $0,29 ; € 4,67 
21/11/2012; $1.391,03 ; € 7.184,71 ; ¥9.222,52 ; $1,28 ; $0,01 ; $73,15 ; € 25,30 ; € 151,00 ; € 55,82 ; $0,30 ; € 4,57 
22/11/2012; $1.391,03 ; € 7.244,99 ; ¥9.366,80 ; $1,29 ; $0,01 ; $73,15 ; € 25,22 ; € 150,50 ; € 56,10 ; $0,30 ; € 4,70 
23/11/2012; $1.409,15 ; € 7.309,13 ; ¥9.366,80 ; $1,30 ; $0,01 ; $73,74 ; € 25,06 ; € 150,60 ; € 57,92 ; $0,30 ; € 4,75 
26/11/2012; $1.406,29 ; € 7.292,03 ; ¥9.388,94 ; $1,30 ; $0,01 ; $74,27 ; € 24,71 ; € 151,20 ; € 45,88 ; $0,30 ; € 4,71 
27/11/2012; $1.398,94 ; € 7.332,33 ; ¥9.423,30 ; $1,29 ; $0,01 ; $74,49 ; € 24,38 ; € 152,50 ; € 47,27 ; $0,30 ; € 4,80 
28/11/2012; $1.409,93 ; € 7.343,41 ; ¥9.308,35 ; $1,30 ; $0,01 ; $74,09 ; € 24,21 ; € 153,00 ; € 47,12 ; $0,31 ; € 4,79 
29/11/2012; $1.415,95 ; € 7.400,96 ; ¥9.400,88 ; $1,30 ; $0,01 ; $74,12 ; € 24,62 ; € 155,20 ; € 48,21 ; $0,30 ; € 4,75 
30/11/2012; $1.416,18 ; € 7.405,50 ; ¥9.446,01 ; $1,30 ; $0,01 ; $74,28 ; € 25,11 ; € 156,40 ; € 48,04 ; $0,30 ; € 4,72 
03/12/2012; $1.409,46 ; € 7.435,21 ; ¥9.458,18 ; $1,31 ; $0,01 ; $74,02 ; € 25,70 ; € 155,40 ; € 48,27 ; $0,29 ; € 4,63 
04/12/2012; $1.407,05 ; € 7.435,12 ; ¥9.432,46 ; $1,31 ; $0,01 ; $74,05 ; € 26,25 ; € 155,00 ; € 47,04 ; $0,30 ; € 4,50 
05/12/2012; $1.409,28 ; € 7.454,55 ; ¥9.468,84 ; $1,31 ; $0,01 ; $73,87 ; € 26,38 ; € 153,35 ; € 47,33 ; $0,30 ; € 4,51 
06/12/2012; $1.413,94 ; € 7.534,54 ; ¥9.545,16 ; $1,30 ; $0,01 ; $73,98 ; € 27,03 ; € 156,49 ; € 47,95 ; $0,30 ; € 4,51 
07/12/2012; $1.418,07 ; € 7.517,80 ; ¥9.527,39 ; $1,29 ; $0,01 ; $74,64 ; € 29,18 ; € 156,80 ; € 48,85 ; $0,30 ; € 4,53 
10/12/2012; $1.418,55 ; € 7.530,92 ; ¥9.533,75 ; $1,29 ; $0,01 ; $75,53 ; € 29,58 ; € 157,55 ; € 49,15 ; $0,31 ; € 4,74 
11/12/2012; $1.427,84 ; € 7.589,75 ; ¥9.525,32 ; $1,30 ; $0,01 ; $75,82 ; € 29,44 ; € 159,89 ; € 49,36 ; $0,32 ; € 4,93 
12/12/2012; $1.428,48 ; € 7.614,79 ; ¥9.581,46 ; $1,31 ; $0,01 ; $75,47 ; € 29,15 ; € 160,00 ; € 48,50 ; $0,31 ; € 5,42 
13/12/2012; $1.419,45 ; € 7.581,98 ; ¥9.742,73 ; $1,31 ; $0,01 ; $74,32 ; € 29,19 ; € 160,49 ; € 48,32 ; $0,31 ; € 5,20 
14/12/2012; $1.413,58 ; € 7.596,47 ; ¥9.737,56 ; $1,32 ; $0,01 ; $74,02 ; € 29,03 ; € 160,22 ; € 48,15 ; $0,31 ; € 5,26 
17/12/2012; $1.430,36 ; € 7.604,94 ; ¥9.828,88 ; $1,32 ; $0,01 ; $74,65 ; € 28,71 ; € 159,62 ; € 48,30 ; $0,31 ; € 5,60 
18/12/2012; $1.446,79 ; € 7.653,58 ; ¥9.923,01 ; $1,32 ; $0,01 ; $75,52 ; € 28,90 ; € 159,75 ; € 48,35 ; $0,31 ; € 5,87 
19/12/2012; $1.435,81 ; € 7.668,50 ; ¥10.160,40 ; $1,32 ; $0,01 ; $75,51 ; € 29,65 ; € 159,50 ; € 48,59 ; $0,32 ; € 5,59 
20/12/2012; $1.443,69 ; € 7.672,10 ; ¥10.039,33 ; $1,32 ; $0,01 ; $76,20 ; € 29,78 ; € 160,13 ; € 48,82 ; $0,32 ; € 5,63 
21/12/2012; $1.430,15 ; € 7.636,23 ; ¥9.940,06 ; $1,32 ; $0,01 ; $76,17 ; € 29,65 ; € 161,70 ; € 48,11 ; $0,31 ; € 5,55 
24/12/2012; $1.426,66 ; € 7.636,23 ; ¥9.940,06 ; $1,32 ; $0,01 ; $75,97 ; € 29,78 ; € 161,70 ; € 48,30 ; $0,31 ; € 5,51 
25/12/2012; $1.426,66 ; € 7.636,23 ; ¥10.080,12 ; $1,32 ; $0,01 ; $75,97 ; € 29,78 ; € 161,70 ; € 48,30 ; $0,31 ; € 5,51 
26/12/2012; $1.419,83 ; € 7.636,23 ; ¥10.230,36 ; $1,32 ; $0,01 ; $76,02 ; € 29,78 ; € 161,70 ; € 48,30 ; $0,31 ; € 5,51 
27/12/2012; $1.418,10 ; € 7.655,88 ; ¥10.322,98 ; $1,32 ; $0,01 ; $75,83 ; € 29,54 ; € 162,40 ; € 48,00 ; $0,30 ; € 5,52 
28/12/2012; $1.402,43 ; € 7.612,39 ; ¥10.395,18 ; $1,32 ; $0,01 ; $74,69 ; € 29,42 ; € 163,01 ; € 47,89 ; $0,30 ; € 5,44 
31/12/2012; $1.426,19 ; € 7.612,39 ; ¥10.395,18 ; $1,32 ; $0,01 ; $75,36 ; € 29,18 ; € 163,01 ; € 48,00 ; $0,31 ; € 5,47 
01/01/2013; $1.426,19 ; € 7.612,39 ; ¥10.395,18 ; $1,32 ; $0,01 ; $75,36 ; € 29,18 ; € 163,01 ; € 48,00 ; $0,31 ; € 5,47 
02/01/2013; $1.462,42 ; € 7.778,78 ; ¥10.395,18 ; $1,32 ; $0,01 ; $77,07 ; € 29,28 ; € 167,99 ; € 50,17 ; $0,32 ; € 5,50 
03/01/2013; $1.459,37 ; € 7.756,44 ; ¥10.395,18 ; $1,30 ; $0,01 ; $77,47 ; € 29,84 ; € 167,10 ; € 50,34 ; $0,32 ; € 5,65 
04/01/2013; $1.466,47 ; € 7.776,37 ; ¥10.688,11 ; $1,31 ; $0,01 ; $77,69 ; € 29,98 ; € 167,50 ; € 49,76 ; $0,33 ; € 6,18 
07/01/2013; $1.461,89 ; € 7.732,66 ; ¥10.599,01 ; $1,31 ; $0,01 ; $76,13 ; € 30,57 ; € 164,30 ; € 48,75 ; $0,32 ; € 6,52 
08/01/2013; $1.457,15 ; € 7.695,83 ; ¥10.508,06 ; $1,31 ; $0,01 ; $74,13 ; € 30,52 ; € 161,76 ; € 48,22 ; $0,31 ; € 6,22 
09/01/2013; $1.461,02 ; € 7.720,47 ; ¥10.578,57 ; $1,31 ; $0,01 ; $76,76 ; € 30,70 ; € 159,88 ; € 48,83 ; $0,31 ; € 6,31 
10/01/2013; $1.472,12 ; € 7.708,47 ; ¥10.652,64 ; $1,33 ; $0,01 ; $77,09 ; € 31,89 ; € 161,00 ; € 48,57 ; $0,31 ; € 6,15 
11/01/2013; $1.472,05 ; € 7.715,53 ; ¥10.801,57 ; $1,33 ; $0,01 ; $75,16 ; € 31,81 ; € 164,43 ; € 48,98 ; $0,31 ; € 6,10 
14/01/2013; $1.470,68 ; € 7.729,52 ; ¥10.801,57 ; $1,34 ; $0,01 ; $76,55 ; € 32,06 ; € 165,07 ; € 48,43 ; $0,31 ; € 6,40 
15/01/2013; $1.472,34 ; € 7.675,91 ; ¥10.879,08 ; $1,33 ; $0,01 ; $76,94 ; € 31,91 ; € 164,40 ; € 47,20 ; $0,30 ; € 6,60 
16/01/2013; $1.472,63 ; € 7.691,13 ; ¥10.600,44 ; $1,33 ; $0,01 ; $74,34 ; € 31,91 ; € 166,08 ; € 47,95 ; $0,30 ; € 6,38 
17/01/2013; $1.480,94 ; € 7.735,46 ; ¥10.609,64 ; $1,34 ; $0,01 ; $75,26 ; € 32,20 ; € 165,30 ; € 51,49 ; $0,31 ; € 6,44 
18/01/2013; $1.485,98 ; € 7.702,23 ; ¥10.913,30 ; $1,33 ; $0,01 ; $75,04 ; € 33,45 ; € 166,67 ; € 51,57 ; $0,30 ; € 6,25 
21/01/2013; $1.485,98 ; € 7.748,86 ; ¥10.747,74 ; $1,33 ; $0,01 ; $75,04 ; € 34,35 ; € 167,95 ; € 51,73 ; $0,30 ; € 6,24 
22/01/2013; $1.492,56 ; € 7.696,21 ; ¥10.709,93 ; $1,33 ; $0,01 ; $74,16 ; € 34,06 ; € 168,50 ; € 52,54 ; $0,30 ; € 6,19 
23/01/2013; $1.494,81 ; € 7.707,54 ; ¥10.486,99 ; $1,33 ; $0,01 ; $74,29 ; € 34,74 ; € 170,35 ; € 51,82 ; $0,30 ; € 6,17 
24/01/2013; $1.494,82 ; € 7.748,13 ; ¥10.620,87 ; $1,34 ; $0,01 ; $75,32 ; € 34,50 ; € 170,00 ; € 53,07 ; $0,30 ; € 6,14 
25/01/2013; $1.502,96 ; € 7.857,97 ; ¥10.926,65 ; $1,35 ; $0,01 ; $75,03 ; € 34,43 ; € 172,92 ; € 54,70 ; $0,31 ; € 6,14 
28/01/2013; $1.500,18 ; € 7.833,00 ; ¥10.824,31 ; $1,35 ; $0,01 ; $74,00 ; € 34,53 ; € 174,15 ; € 56,23 ; $0,32 ; € 6,31 
29/01/2013; $1.507,84 ; € 7.848,57 ; ¥10.866,72 ; $1,35 ; $0,01 ; $73,65 ; € 35,47 ; € 173,05 ; € 55,77 ; $0,31 ; € 6,20 
30/01/2013; $1.501,96 ; € 7.811,31 ; ¥11.113,95 ; $1,36 ; $0,01 ; $74,59 ; € 35,04 ; € 172,60 ; € 55,81 ; $0,31 ; € 5,96 
31/01/2013; $1.498,11 ; € 7.776,05 ; ¥11.138,66 ; $1,36 ; $0,01 ; $73,87 ; € 34,14 ; € 170,39 ; € 55,30 ; $0,31 ; € 5,74 
01/02/2013; $1.513,17 ; € 7.833,39 ; ¥11.191,34 ; $1,36 ; $0,01 ; $74,87 ; € 34,35 ; € 174,35 ; € 56,59 ; $0,31 ; € 5,88 
04/02/2013; $1.495,71 ; € 7.638,23 ; ¥11.260,35 ; $1,35 ; $0,01 ; $75,21 ; € 34,93 ; € 168,32 ; € 56,80 ; $0,30 ; € 5,67 
05/02/2013; $1.511,29 ; € 7.664,66 ; ¥11.046,92 ; $1,36 ; $0,01 ; $75,89 ; € 34,56 ; € 166,02 ; € 56,27 ; $0,31 ; € 5,67 
06/02/2013; $1.512,12 ; € 7.581,18 ; ¥11.463,75 ; $1,35 ; $0,01 ; $76,29 ; € 34,68 ; € 165,42 ; € 56,12 ; $0,31 ; € 5,81 
07/02/2013; $1.509,39 ; € 7.590,85 ; ¥11.357,07 ; $1,34 ; $0,01 ; $77,43 ; € 34,57 ; € 165,60 ; € 55,75 ; $0,31 ; € 5,87 
